Ime;Gorovje;Višina;Število_poti;Vrsta_cilja
Malenski vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;1051;4;['vrh']
Medrce;Škofjeloško, Cerkljansko hribovje in Jelovica;1410;6;['vrh']
Miklavška gora;Škofjeloško, Cerkljansko hribovje in Jelovica;955;2;['vrh', 'cerkev']
Mladi vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;1374;6;['vrh']
Oblakova planina;Škofjeloško, Cerkljansko hribovje in Jelovica;1100;2;['planina']
Ojstra peč;Škofjeloško, Cerkljansko hribovje in Jelovica;516;10;['vrh']
Otavnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1306;2;['vrh']
Partizanska tehnika Meta;Škofjeloško, Cerkljansko hribovje in Jelovica;1100;4;['']
Partizanski dom na Vodiški planini;Škofjeloško, Cerkljansko hribovje in Jelovica;1108;15;['koča', 'planina']
Planina Kališnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1180;2;['planina']
Planina Klom;Škofjeloško, Cerkljansko hribovje in Jelovica;1500;3;['planina']
Planina Otavnik;Škofjeloško, Cerkljansko hribovje in Jelovica;1268;2;['vrh', 'planina']
Planina Pečana;Škofjeloško, Cerkljansko hribovje in Jelovica;1472;5;['planina']
Planina Prihod;Škofjeloško, Cerkljansko hribovje in Jelovica;1017;3;['planina']
Planina Tamar;Škofjeloško, Cerkljansko hribovje in Jelovica;1124;2;['planina']
Planina Vršana;Škofjeloško, Cerkljansko hribovje in Jelovica;900;1;['planina']
Planinska koča Mrzl'k;Škofjeloško, Cerkljansko hribovje in Jelovica;971;7;['vrh', 'koča']
Planinski dom Goška ravan;Škofjeloško, Cerkljansko hribovje in Jelovica;933;6;['koča', 'planina']
Počitniški dom Goričane;Škofjeloško, Cerkljansko hribovje in Jelovica;1145;1;['']
Porezen;Škofjeloško, Cerkljansko hribovje in Jelovica;1630;21;['vrh']
Prtovč;Škofjeloško, Cerkljansko hribovje in Jelovica;1011;4;['koča', 'cerkev']
Razpok;Škofjeloško, Cerkljansko hribovje in Jelovica;1002;5;['planina']
Ribčeva planina;Škofjeloško, Cerkljansko hribovje in Jelovica;1115;2;['']
Ribenska planina;Škofjeloško, Cerkljansko hribovje in Jelovica;965;2;['planina']
Rodne;Škofjeloško, Cerkljansko hribovje in Jelovica;698;1;['vrh', 'bivak']
Rovnik;Škofjeloško, Cerkljansko hribovje in Jelovica;707;2;['vrh']
Šebrelje;Škofjeloško, Cerkljansko hribovje in Jelovica;639;1;['cerkev']
Selska planina;Škofjeloško, Cerkljansko hribovje in Jelovica;1140;1;['planina']
Sivka;Škofjeloško, Cerkljansko hribovje in Jelovica;1008;8;['vrh']
Škofje;Škofjeloško, Cerkljansko hribovje in Jelovica;973;9;['vrh']
Slap Grmečica;Škofjeloško, Cerkljansko hribovje in Jelovica;510;4;['slap']
Slap Šum;Škofjeloško, Cerkljansko hribovje in Jelovica;425;1;['slap']
Slap v Sopotih (Pršjak);Škofjeloško, Cerkljansko hribovje in Jelovica;360;1;['slap']
Sleme (Površnica);Škofjeloško, Cerkljansko hribovje in Jelovica;883;4;['vrh']
Šmarjetna gora;Škofjeloško, Cerkljansko hribovje in Jelovica;646;6;['vrh', 'koča', 'cerkev']
Špičasti hrib;Škofjeloško, Cerkljansko hribovje in Jelovica;837;4;['vrh']
Špik (Vranškov grič);Škofjeloško, Cerkljansko hribovje in Jelovica;908;3;['vrh']
Stari vrh;Škofjeloško, Cerkljansko hribovje in Jelovica;1217;3;['vrh']
Štor;Škofjeloško, Cerkljansko hribovje in Jelovica;1005;12;['vrh']
Stovc (Stolec);Škofjeloško, Cerkljansko hribovje in Jelovica;474;4;['vrh']
Suharna;Škofjeloško, Cerkljansko hribovje in Jelovica;952;1;['']
Sveta Ana (Ledinica);Škofjeloško, Cerkljansko hribovje in Jelovica;503;1;['vrh', 'cerkev']
Sveta Jedert (Lajše);Škofjeloško, Cerkljansko hribovje in Jelovica;850;2;['cerkev']
Sveti Brikcij (Četena Ravan);Škofjeloško, Cerkljansko hribovje in Jelovica;920;1;['cerkev']
Sveti Duh (Labinje);Škofjeloško, Cerkljansko hribovje in Jelovica;665;2;['cerkev']
Sveti Ivan nad Divjimi babami;Škofjeloško, Cerkljansko hribovje in Jelovica;573;1;['vrh', 'cerkev']
Sveti Jošt nad Kranjem;Škofjeloško, Cerkljansko hribovje in Jelovica;845;12;['vrh', 'koča', 'cerkev']
Sveti Jošt v Trebenčah;Škofjeloško, Cerkljansko hribovje in Jelovica;573;1;['vrh', 'cerkev']
Sveti Križ (Križna Gora);Škofjeloško, Cerkljansko hribovje in Jelovica;680;12;['koča', 'cerkev']
Sveti Križ nad Selcami;Škofjeloško, Cerkljansko hribovje in Jelovica;860;4;['vrh', 'cerkev']
Sveti Lambert (Lancovo);Škofjeloško, Cerkljansko hribovje in Jelovica;515;1;['vrh', 'cerkev']
Sveti Lovrenc na Lovrenški gori;Škofjeloško, Cerkljansko hribovje in Jelovica;580;1;['cerkev']
Sveti Marko (Spodnje Danje);Škofjeloško, Cerkljansko hribovje in Jelovica;878;1;['cerkev']
Sveti Mohor (Zabrekve);Škofjeloško, Cerkljansko hribovje in Jelovica;952;8;['vrh', 'cerkev']
Sveti nadangel Gabrijel (Planica);Škofjeloško, Cerkljansko hribovje in Jelovica;824;10;['vrh', 'cerkev']
Sveti Pavel (Stara Oselica);Škofjeloško, Cerkljansko hribovje in Jelovica;728;1;['cerkev']
Sveti Pavel (Straža);Škofjeloško, Cerkljansko hribovje in Jelovica;451;1;['vrh', 'cerkev']
Sveti Primož in Felicijan (Jamnik);Škofjeloško, Cerkljansko hribovje in Jelovica;831;10;['vrh', 'cerkev']
Sveti Primož in Felicijan na Gabrški gori;Škofjeloško, Cerkljansko hribovje in Jelovica;830;1;['cerkev']
Sveti Štefan (Kupljenik);Škofjeloško, Cerkljansko hribovje in Jelovica;642;1;['cerkev']
Sveti Tomaž (Vrsnik nad Žirmi);Škofjeloško, Cerkljansko hribovje in Jelovica;744;2;['vrh', 'cerkev']
Sveti Tomaž nad Praprotnim;Škofjeloško, Cerkljansko hribovje in Jelovica;666;1;['vrh', 'cerkev']
Tolsti vrh (Talež);Škofjeloško, Cerkljansko hribovje in Jelovica;883;2;['vrh']
Tonderškofel;Škofjeloško, Cerkljansko hribovje in Jelovica;1326;3;['vrh']
Veliki vrh (Lajše);Škofjeloško, Cerkljansko hribovje in Jelovica;881;5;['vrh']
Vojsko;Škofjeloško, Cerkljansko hribovje in Jelovica;1077;6;['koča', 'planina', 'cerkev']
Vrh Slajke;Škofjeloško, Cerkljansko hribovje in Jelovica;790;3;['vrh']
Vrh soteske (Križna gora);Škofjeloško, Cerkljansko hribovje in Jelovica;735;2;['vrh']
Vrhovec;Škofjeloško, Cerkljansko hribovje in Jelovica;1079;2;['vrh']
Vrhovski grič;Škofjeloško, Cerkljansko hribovje in Jelovica;958;4;['vrh']
Zaganjalka;Škofjeloško, Cerkljansko hribovje in Jelovica;661;1;['']
Žagarjev hlev v Grobljah;Škofjeloško, Cerkljansko hribovje in Jelovica;1035;1;['bivak']
Zagrebenc;Škofjeloško, Cerkljansko hribovje in Jelovica;763;1;['vrh']
Zavetišče gorske straže na Jelencih;Škofjeloško, Cerkljansko hribovje in Jelovica;1185;3;['koča']
Žbajnek;Škofjeloško, Cerkljansko hribovje in Jelovica;1538;2;['vrh']
Zjavka;Škofjeloško, Cerkljansko hribovje in Jelovica;505;6;['vrh']
Babičev mlin na Muri;Strojna, Košenjak, Kozjak in Slovenske gorice;182;2;['']
Beli vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;355;1;['vrh']
Bivak Piramida;Strojna, Košenjak, Kozjak in Slovenske gorice;1395;5;['']
Blaguško jezero;Strojna, Košenjak, Kozjak in Slovenske gorice;220;2;['jezero']
Bricnik;Strojna, Košenjak, Kozjak in Slovenske gorice;1017;8;['vrh']
Brinjeva gora (nad Prevaljami);Strojna, Košenjak, Kozjak in Slovenske gorice;723;3;['vrh', 'cerkev']
Brod na Muri (Melinci);Strojna, Košenjak, Kozjak in Slovenske gorice;175;1;['']
Čajžič;Strojna, Košenjak, Kozjak in Slovenske gorice;421;2;['vrh']
Cerkvenjak;Strojna, Košenjak, Kozjak in Slovenske gorice;341;2;['vrh', 'koča', 'cerkev']
Dom na Košenjaku;Strojna, Košenjak, Kozjak in Slovenske gorice;1169;2;['koča']
Gomila;Strojna, Košenjak, Kozjak in Slovenske gorice;352;9;['vrh', 'koča']
Gorca;Strojna, Košenjak, Kozjak in Slovenske gorice;347;1;['vrh', 'planina', 'cerkev']
Grad Negova;Strojna, Košenjak, Kozjak in Slovenske gorice;289;3;['vrh', 'cerkev']
Grad Vurberk;Strojna, Košenjak, Kozjak in Slovenske gorice;427;2;['vrh', 'cerkev']
Gradišče Novine;Strojna, Košenjak, Kozjak in Slovenske gorice;346;3;['vrh']
Grilov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;835;2;['vrh']
Grmada (pri Vurberku) - jugovzhodni vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;462;2;['vrh']
Grmada (pri Vurberku) - severozahodni vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;460;2;['vrh']
Jeruzalem;Strojna, Košenjak, Kozjak in Slovenske gorice;338;10;['vrh', 'koča', 'cerkev']
Jezero Komarnik;Strojna, Košenjak, Kozjak in Slovenske gorice;236;1;['jezero']
Jezero Radehova;Strojna, Košenjak, Kozjak in Slovenske gorice;233;1;['jezero']
Kalvarija (cerkev svete Barbare);Strojna, Košenjak, Kozjak in Slovenske gorice;375;1;['vrh', 'cerkev']
Kapela sv. Družine (Runeč);Strojna, Košenjak, Kozjak in Slovenske gorice;311;2;['cerkev']
Kapela sv. Marije (Radehova);Strojna, Košenjak, Kozjak in Slovenske gorice;251;1;['']
Kapela sv. Rozalije na Samotnem boru;Strojna, Košenjak, Kozjak in Slovenske gorice;370;1;['']
Kapunar;Strojna, Košenjak, Kozjak in Slovenske gorice;1051;11;['vrh']
Koča na Žavcarjevem vrhu;Strojna, Košenjak, Kozjak in Slovenske gorice;863;4;['koča']
Koča v naši grabi;Strojna, Košenjak, Kozjak in Slovenske gorice;283;1;['koča']
Kogel (Litmerk);Strojna, Košenjak, Kozjak in Slovenske gorice;330;2;['vrh']
Košenjak;Strojna, Košenjak, Kozjak in Slovenske gorice;1522;12;['vrh']
Kostanj;Strojna, Košenjak, Kozjak in Slovenske gorice;325;2;['vrh']
Kozji vrh (pri Košenjaku);Strojna, Košenjak, Kozjak in Slovenske gorice;1383;3;['vrh']
Lisjakova struga;Strojna, Košenjak, Kozjak in Slovenske gorice;206;1;['koča']
Lovska koča LD Negova (Zeleni gaj);Strojna, Košenjak, Kozjak in Slovenske gorice;256;1;['koča']
Lovska koča Radlje ob Dravi;Strojna, Košenjak, Kozjak in Slovenske gorice;622;1;['']
Lovsko zavetišče LD Mala Nedelja;Strojna, Košenjak, Kozjak in Slovenske gorice;215;1;['koča']
Možičev vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;926;4;['vrh']
Norički vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;303;1;['vrh']
Odomovo jezero;Strojna, Košenjak, Kozjak in Slovenske gorice;661;1;['jezero']
Ostragova;Strojna, Košenjak, Kozjak in Slovenske gorice;309;1;['vrh']
Petnikov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;603;1;['vrh']
Piramida (nad Gornjo Radgono);Strojna, Košenjak, Kozjak in Slovenske gorice;310;2;['vrh']
Plački vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;510;3;['vrh']
Planinski dom Kozjak;Strojna, Košenjak, Kozjak in Slovenske gorice;690;5;['koča']
Pokeržnikov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;1055;3;['vrh']
Puhov muzej (Sakušak);Strojna, Košenjak, Kozjak in Slovenske gorice;334;1;['']
Radgonski grad;Strojna, Košenjak, Kozjak in Slovenske gorice;267;2;['vrh']
Razgledna točka Kapela;Strojna, Košenjak, Kozjak in Slovenske gorice;312;3;['vrh', 'cerkev']
Razkriški kot (sotočje Mure in Ščavnice);Strojna, Košenjak, Kozjak in Slovenske gorice;169;2;['']
Ribnik Gosijak;Strojna, Košenjak, Kozjak in Slovenske gorice;225;1;['jezero']
Rimsko gomilno grobišče v Anželovem gozdu;Strojna, Košenjak, Kozjak in Slovenske gorice;260;1;['']
Rojstna hiša Stanka Vraza;Strojna, Košenjak, Kozjak in Slovenske gorice;293;2;['']
Samotni bor;Strojna, Košenjak, Kozjak in Slovenske gorice;426;1;['vrh']
Sedelnikov slap;Strojna, Košenjak, Kozjak in Slovenske gorice;500;1;['slap']
Skrivališče konjev;Strojna, Košenjak, Kozjak in Slovenske gorice;278;1;['']
Sršenov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;963;4;['vrh']
Stari grad nad Radljami ob Dravi (Mahrenberg);Strojna, Košenjak, Kozjak in Slovenske gorice;576;1;['vrh']
Šteharski vrh (Šteharnikov vrh);Strojna, Košenjak, Kozjak in Slovenske gorice;1018;5;['vrh']
Šteknetov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;1061;1;['vrh']
Sv. Križ (Gaj nad Mariborom);Strojna, Košenjak, Kozjak in Slovenske gorice;575;3;['cerkev']
Sv. Simon in Juda Tadej (Pernice);Strojna, Košenjak, Kozjak in Slovenske gorice;1059;2;['cerkev']
Sv. Urban nad Mariborom;Strojna, Košenjak, Kozjak in Slovenske gorice;595;8;['cerkev']
Sveta Ana v Slovenskih goricah;Strojna, Košenjak, Kozjak in Slovenske gorice;358;2;['vrh', 'koča', 'cerkev']
Sveta Katarina (Zgornja Kapla);Strojna, Košenjak, Kozjak in Slovenske gorice;777;3;['cerkev']
Sveta Trojica (Mala Nedelja);Strojna, Košenjak, Kozjak in Slovenske gorice;280;1;['vrh', 'cerkev']
Sveta Trojica v Slovenskih goricah;Strojna, Košenjak, Kozjak in Slovenske gorice;291;2;['vrh', 'cerkev']
Sveti Andraž (Vitomarci);Strojna, Košenjak, Kozjak in Slovenske gorice;296;2;['']
Sveti Duh (Stara Gora);Strojna, Košenjak, Kozjak in Slovenske gorice;262;2;['vrh', 'koča', 'cerkev']
Sveti Duh na Ostrem Vrhu;Strojna, Košenjak, Kozjak in Slovenske gorice;904;5;['cerkev']
Sveti Janez Krstnik na Ojstrici;Strojna, Košenjak, Kozjak in Slovenske gorice;982;1;['cerkev']
Sveti Jernej nad Muto;Strojna, Košenjak, Kozjak in Slovenske gorice;1038;6;['vrh', 'planina', 'cerkev']
Sveti Jurij (Remšnik);Strojna, Košenjak, Kozjak in Slovenske gorice;685;4;['vrh', 'cerkev']
Sveti Križ pri Dravogradu;Strojna, Košenjak, Kozjak in Slovenske gorice;528;1;['vrh', 'cerkev']
Sveti Pankracij (Radelca);Strojna, Košenjak, Kozjak in Slovenske gorice;900;7;['vrh', 'cerkev']
Sveti Primož nad Muto;Strojna, Košenjak, Kozjak in Slovenske gorice;806;5;['sedlo', 'cerkev']
Sveti Trije Kralji (nad Radljami ob Dravi);Strojna, Košenjak, Kozjak in Slovenske gorice;820;3;['vrh', 'cerkev']
Sveti Trije Kralji v Slovenskih goricah;Strojna, Košenjak, Kozjak in Slovenske gorice;296;1;['vrh', 'cerkev']
Sveti Urban (nad Kozjim Vrhom);Strojna, Košenjak, Kozjak in Slovenske gorice;1329;4;['cerkev']
Sveti Urban (Radelca);Strojna, Košenjak, Kozjak in Slovenske gorice;920;6;['cerkev']
Sveti Urh (Strojna);Strojna, Košenjak, Kozjak in Slovenske gorice;998;2;['cerkev']
Svetinje;Strojna, Košenjak, Kozjak in Slovenske gorice;310;1;['vrh', 'cerkev']
Tojzlov vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;703;6;['vrh']
Tolsti vrh (na Kozjaku);Strojna, Košenjak, Kozjak in Slovenske gorice;756;2;['vrh']
Trojiško jezero (Gradiško jezero);Strojna, Košenjak, Kozjak in Slovenske gorice;234;1;['koča', 'jezero']
Turistična kmetija Amur;Strojna, Košenjak, Kozjak in Slovenske gorice;260;2;['koča', 'jezero']
Turška peč;Strojna, Košenjak, Kozjak in Slovenske gorice;612;2;['vrh']
Žavcarjev vrh;Strojna, Košenjak, Kozjak in Slovenske gorice;915;5;['vrh']
Zavetišče Onuk - Glavar;Strojna, Košenjak, Kozjak in Slovenske gorice;790;3;['koča']
Zavrh v Slovenskih goricah;Strojna, Košenjak, Kozjak in Slovenske gorice;370;4;['vrh', 'koča']
Zeleno okno;Strojna, Košenjak, Kozjak in Slovenske gorice;325;3;['vrh']
Župank;Strojna, Košenjak, Kozjak in Slovenske gorice;508;1;['']
Župank;Strojna, Košenjak, Kozjak in Slovenske gorice;508;1;['']
Zeleno okno;Strojna, Košenjak, Kozjak in Slovenske gorice;325;3;['vrh']
Župank;Strojna, Košenjak, Kozjak in Slovenske gorice;508;1;['']
